Id|Precinct|For|Against|Totals|TabName
1152|Spring Creek|48|49|97|Nuckolls
1153|Victor|170|149|319|Nuckolls
1154|Berlin|328|157|485|Otoe
1155|Delaware|329|144|473|Otoe
1156|McWilliams|295|145|440|Otoe
1157|Syracuse|927|348|1275|Otoe
1158|Palmyra|689|365|1054|Otoe
1159|Russell|312|116|428|Otoe
1160|South Branch|326|155|481|Otoe
1161|NC11|349|151|500|Otoe
1162|NC12|290|132|422|Otoe
1163|NC13|420|232|652|Otoe
1164|NC14|273|124|397|Otoe
1165|NC15|448|162|610|Otoe
1166|NC16|464|262|726|Otoe
1167|Pawnee 1|242|139|381|Pawnee
1168|Pawnee 2|220|115|335|Pawnee
1169|Burchard|94|94|188|Pawnee
1170|Table Rock|121|72|193|Pawnee
1171|Steinauer|127|109|236|Pawnee
1172|District 1|221|223|444|Perkins
1173|District 2|241|276|517|Perkins
1174|District 3|241|261|502|Perkins
1175|Cottonwood-Anderson|51|88|139|Phelps
1176|Williamsburg-Westside|63|101|164|Phelps
1177|Garfield-Union|51|86|137|Phelps
1178|Westmark-Center|76|114|190|Phelps
1179|Divide-Lake|107|175|282|Phelps
1180|Sheridan-Prairie|176|139|315|Phelps
1181|Rockfalls-Industry|55|61|116|Phelps
1182|Laird|131|167|298|Phelps
1183|Bertrand|183|172|355|Phelps
1184|Ward 1|324|297|621|Phelps
1185|Ward 2|353|295|648|Phelps
1186|Ward 3|345|358|703|Phelps
1187|Ward 4|440|395|835|Phelps
1188|Osmond|513|326|839|Pierce
1189|Plainview|448|260|708|Pierce
1190|Pierce|597|287|884|Pierce
1191|South Branch|245|170|415|Pierce
1192|Pierce City|588|263|851|Pierce
1193|1A|510|273|783|Platte
1194|1B|297|164|461|Platte
1195|1C|306|187|493|Platte
1196|1D|344|182|526|Platte
1197|2A|204|130|334|Platte
1198|2B|470|212|682|Platte
1199|2C|344|193|537|Platte
1200|2D|302|184|486|Platte
1201|3A|501|326|827|Platte
1202|3B|303|204|507|Platte
1203|3C|512|391|903|Platte
1204|3D|338|270|608|Platte
1205|4A|290|175|465|Platte
1206|4B|309|230|539|Platte
1207|4C|454|356|810|Platte
1208|4D|248|175|423|Platte
1209|Columbus Twp A|337|187|524|Platte
1210|Columbus Twp B|512|323|835|Platte
1211|Bismark|163|117|280|Platte
1212|Sherman/Grand Prairie|170|184|354|Platte
1213|Creston|112|78|190|Platte
1214|Shell Creek|315|194|509|Platte
1215|Humphrey|138|88|226|Platte
1216|Butler/Loup|258|104|362|Platte
1217|Oconee/Monroe|235|122|357|Platte
1218|Lost Creek/Burrows|248|126|374|Platte
1219|Granville|300|185|485|Platte
1220|Joliet|40|36|76|Platte
1221|St Bernard|187|103|290|Platte
1222|Walker/Woodville|131|79|210|Platte
1223|South Canada|354|158|512|Polk
1224|North Osceola|363|141|504|Polk
1225|South Osceola|361|200|561|Polk
1226|East Stromsburg|181|233|414|Polk
1227|West Stromsburg|197|212|409|Polk
1228|West Pleasant Home|214|128|342|Polk
1229|Bartley|112|101|213|Red Willow
1230|Beaver|87|89|176|Red Willow
1231|Indianola|261|296|557|Red Willow
1232|Northwest|254|241|495|Red Willow
1233|Southwest|131|144|275|Red Willow
1234|Ward 1 Precinct 1|188|142|330|Red Willow
1235|Ward 1 Precinct 2|228|235|463|Red Willow
1236|Ward 1 Precinct 3|195|208|403|Red Willow
1237|Ward 2 Precinct 1|262|246|508|Red Willow
1238|Ward 2 Precinct 2|223|230|453|Red Willow
1239|Ward 3 Precinct 1|233|177|410|Red Willow
1240|Ward 3 Precinct 3|205|187|392|Red Willow
1241|Ward 4 Precinct 1|276|244|520|Red Willow
1242|Arago/Barada|116|55|171|Richardson
1243|FCRural/Ohio|174|88|262|Richardson
1244|FC Ward 1|374|198|572|Richardson
1245|FC Ward 2|295|156|451|Richardson
1246|FC Ward 3|285|149|434|Richardson
1247|FC Ward 4|230|98|328|Richardson
1248|Fran/Hrr/Spi|106|93|199|Richardson
1249|Grant Nemaha|121|64|185|Richardson
1250|Humboldt I|122|51|173|Richardson
1251|Humboldt II|129|67|196|Richardson
1252|Jefferson/Rulo|152|81|233|Richardson
1253|Liberty|86|61|147|Richardson
1254|East Muddy|89|35|124|Richardson
1255|West Muddy/Porter|125|68|193|Richardson
1256|Salem|79|27|106|Richardson
1257|Rock|373|409|782|Rock
1258|Crete 1|387|241|628|Saline
1259|Crete 2|312|142|454|Saline
1260|Crete 3|382|189|571|Saline
1261|C & B|282|133|415|Saline
1262|Dorchester|342|173|515|Saline
1263|Friend 1|202|143|345|Saline
1264|Friend 2|203|131|334|Saline
1265|Wilber 1|417|162|579|Saline
1266|Wilber 2|293|104|397|Saline
1267|Olive|106|57|163|Saline
1268|South Fork|168|65|233|Saline
1269|DeWitt|293|120|413|Saline
1270|Precinct 1|777|311|1088|Sarpy
1271|Precinct 2|682|283|965|Sarpy
1272|Precinct 3|1129|433|1562|Sarpy
1273|Precinct 4|874|419|1293|Sarpy
1274|Precinct 5|789|318|1107|Sarpy
1275|Precinct 6|917|389|1306|Sarpy
1276|Precinct 7|840|347|1187|Sarpy
1277|Precinct 8|784|402|1186|Sarpy
1278|Precinct 9|733|297|1030|Sarpy
1279|Precinct 10|628|252|880|Sarpy
1280|Precinct 11|1318|641|1959|Sarpy
1281|Precinct 12|1293|537|1830|Sarpy
1282|Precinct 13|1065|548|1613|Sarpy
1283|Precinct 16|1125|381|1506|Sarpy
1284|Precinct 17|1088|383|1471|Sarpy
1285|Precinct 18|795|299|1094|Sarpy
1286|Precinct 19|1671|814|2485|Sarpy
1287|Precinct 20|1235|494|1729|Sarpy
1288|Precinct 21|1324|850|2174|Sarpy
1289|Precinct 22|1060|434|1494|Sarpy
1290|Precinct 23|1560|762|2322|Sarpy
1291|Precinct 24|823|386|1209|Sarpy
1292|Precinct 25|799|336|1135|Sarpy
1293|Precinct 26|911|397|1308|Sarpy
1294|Precinct 31|1887|764|2651|Sarpy
1295|Precinct 32|840|338|1178|Sarpy
1296|Precinct 33|1040|448|1488|Sarpy
1297|Precinct 34|1216|439|1655|Sarpy
1298|Precinct 35|1062|448|1510|Sarpy
1299|Precinct 36|973|462|1435|Sarpy
1300|Precinct 37|1758|819|2577|Sarpy
1301|Precinct 38|978|457|1435|Sarpy
1302|Precinct 39|1153|604|1757|Sarpy
1303|Precinct 40|984|510|1494|Sarpy
1304|Precinct 41|1351|702|2053|Sarpy
1305|Precinct 42|1348|701|2049|Sarpy
1306|Precinct 46|851|467|1318|Sarpy
1307|Precinct 47|567|242|809|Sarpy
1308|Precinct 48|1577|723|2300|Sarpy
1309|Precinct 49|1309|610|1919|Sarpy
1310|Precinct 51|2594|924|3518|Sarpy
1311|Precinct 52|1970|722|2692|Sarpy
1312|Precinct 53|1517|554|2071|Sarpy
1313|Precinct 54|1448|496|1944|Sarpy
1314|Precinct 55|1751|675|2426|Sarpy
1315|Precinct 56|1109|387|1496|Sarpy
1316|Precinct 57|1209|382|1591|Sarpy
1317|Precinct 58|898|398|1296|Sarpy
1318|Precinct 59|825|438|1263|Sarpy
1319|Precinct 60|773|400|1173|Sarpy
1320|Precinct 61|2897|1070|3967|Sarpy
1321|Precinct 62|1718|663|2381|Sarpy
1322|Valparaiso|548|208|756|Saunders
1323|Weston|307|142|449|Saunders
1324|Prague|360|141|501|Saunders
1325|Malmo|250|104|354|Saunders
1326|Ceresco|632|314|946|Saunders
1327|Wahoo Rural|353|170|523|Saunders
1328|Wahoo Ward I|644|255|899|Saunders
1329|Wahoo Ward II|538|226|764|Saunders
1330|Wahoo Ward III|446|195|641|Saunders
1331|Center|281|128|409|Saunders
1332|Cedar Bluffs|571|242|813|Saunders
1333|Marietta|333|124|457|Saunders
1334|District 4|755|388|1143|Saunders
1335|Ashland Ward 1|470|161|631|Saunders
1336|Ashland Ward 2|597|189|786|Saunders
1337|Ashland Rural|634|202|836|Saunders
1338|Yutan|957|328|1285|Saunders
1339|Castle Rock A|123|71|194|Scotts Bluff
1340|Castle Rock B|67|50|117|Scotts Bluff
1341|Dewey-Tabor|306|190|496|Scotts Bluff
1342|East Winter Creek|213|141|354|Scotts Bluff
1343|Fanning|337|265|602|Scotts Bluff
1344|Ford A & B|165|111|276|Scotts Bluff
1345|Funston|180|137|317|Scotts Bluff
1346|Gering (Rural)|246|165|411|Scotts Bluff
1347|Gering I|725|488|1213|Scotts Bluff
1348|Gering II|533|351|884|Scotts Bluff
1349|Gering III|366|201|567|Scotts Bluff
1350|Gering IV|583|356|939|Scotts Bluff
1351|Highland|141|78|219|Scotts Bluff
1352|Kiowa-Lyman|199|127|326|Scotts Bluff
1353|Minatare I & II|162|78|240|Scotts Bluff
1354|Mitchell (Rural)|138|103|241|Scotts Bluff
1355|Mitchell I|160|131|291|Scotts Bluff
1356|Mitchell II|185|120|305|Scotts Bluff
1357|Morrill|250|138|388|Scotts Bluff
1358|Roubadeau|41|25|66|Scotts Bluff
1359|Scottsbluff 1|489|424|913|Scotts Bluff
1360|Scottsbluff 2|473|381|854|Scotts Bluff
1361|Scottsbluff 3|263|149|412|Scotts Bluff
1362|Scottsbluff 4|122|87|209|Scotts Bluff
1363|Scottsbluff 5|353|238|591|Scotts Bluff
1364|Scottsbluff 6|322|222|544|Scotts Bluff
1365|Scottsbluff 7|362|261|623|Scotts Bluff
1366|Scottsbluff 8|373|294|667|Scotts Bluff
1367|Terrytown I & II|211|154|365|Scotts Bluff
1368|West Winter Creek|394|266|660|Scotts Bluff
1369|B|169|75|244|Seward
1370|C|197|129|326|Seward
1371|E|318|231|549|Seward
1372|G|147|145|292|Seward
1373|H|449|275|724|Seward
1374|I|408|280|688|Seward
1375|J|112|97|209|Seward
1376|K|190|201|391|Seward
1377|M-BX|202|147|349|Seward
1378|M-CO|167|121|288|Seward
1379|O-1|301|236|537|Seward
1380|O-2|350|296|646|Seward
1381|S-1|555|509|1064|Seward
1382|S-2|587|534|1121|Seward
1383|S-3|503|310|813|Seward
1384|S-4|277|227|504|Seward
1385|East Gordon|245|130|375|Sheridan
1386|West Gordon|257|151|408|Sheridan
1387|North Rushville|243|129|372|Sheridan
1388|South Rushville|159|104|263|Sheridan
1389|HaySprings|300|170|470|Sheridan
1390|Mirage Flats|117|53|170|Sheridan
1391|South Sheridan|174|101|275|Sheridan
1392|Wounded Knee|105|47|152|Sheridan
1393|Ashton|164|79|243|Sherman
1394|Rockville|155|91|246|Sherman
1395|North LC|219|115|334|Sherman
1396|Central LC|107|81|188|Sherman
1397|South LC|140|123|263|Sherman
1398|Harrison|189|147|336|Sherman
1399|Bowen|196|195|391|Sioux
1400|Sheep Creek|145|128|273|Sioux
1401|Butterfly|57|21|78|Stanton
1402|Dewey|73|42|115|Stanton
1403|Dimick|46|21|67|Stanton
1404|Elkhorn|99|48|147|Stanton
1405|Haymow|33|27|60|Stanton
1406|Kingsburg|32|26|58|Stanton
1407|Maple Creek|67|22|89|Stanton
1408|Pilger|153|89|242|Stanton
1409|Ramshorn|57|42|99|Stanton
1410|Spring Branch|584|289|873|Stanton
1411|Spr Br2|178|67|245|Stanton
1412|Stanton A|274|106|380|Stanton
1413|Stanton B|260|175|435|Stanton
1414|Stanton C|40|8|48|Stanton
1415|Union Creek|33|23|56|Stanton
1416|Alex/Gilead|128|79|207|Thayer
1417|Bruning/Belvidere|201|123|324|Thayer
1418|Chester/Byron/Hubbell|228|178|406|Thayer
1419|Davenport/Carleton|201|190|391|Thayer
1420|Deshler|252|229|481|Thayer
1421|Hebron North|315|210|525|Thayer
1422|Hebron South|277|207|484|Thayer
1423|Thomas|189|210|399|Thomas
1424|Anderson/Blackbird|181|43|224|Thurston
1425|Bryan|25|23|48|Thurston
1426|Dawes|88|48|136|Thurston
1427|Flournoy/Merry|78|88|166|Thurston
1428|Omaha|203|93|296|Thurston
1429|Pender|362|255|617|Thurston
1430|Perry|54|64|118|Thurston
1431|Thayer|24|36|60|Thurston
1432|Winnebago|424|80|504|Thurston
1433|Precinct 1|175|157|332|Valley
1434|Precinct 2|197|102|299|Valley
1435|Precinct 3|219|130|349|Valley
1436|Precinct 4|202|161|363|Valley
1437|Precinct 5|201|99|300|Valley
1438|Precinct 6|183|96|279|Valley
1439|Precinct 7|141|172|313|Valley
1440|Ft Calhoun East|625|201|826|Washington
1441|Ft Calhoun West|683|401|1084|Washington
1442|Kennard|541|273|814|Washington
1443|Lakeland|956|493|1449|Washington
1444|Skyline|504|267|771|Washington
1445|Central|568|235|803|Washington
1446|Dana|508|331|839|Washington
1447|Washington|302|187|489|Washington
1448|Herman|265|145|410|Washington
1449|Cuming City|345|144|489|Washington
1450|Desoto|381|236|617|Washington
1451|Fontanelle|356|288|644|Washington
1452|Arlington|667|339|1006|Washington
1453|Arbor|424|272|696|Washington
1454|Northview|608|285|893|Washington
1455|Hoskins/Garfield|286|141|427|Wayne
1456|Chapin/Hancock/Winside|278|143|421|Wayne
1457|Deer Creek/Sherman|172|93|265|Wayne
1458|Brenna/Plum Creek/Hunter|214|136|350|Wayne
1459|Strahan/Wilbur|155|128|283|Wayne
1460|Logan/Leslie|146|123|269|Wayne
1461|First Ward|278|175|453|Wayne
1462|Second Ward|216|153|369|Wayne
1463|Third Ward|265|156|421|Wayne
1464|Fourth Ward|433|205|638|Wayne
1465|Bladen|120|114|234|Webster
1466|Blue Hill|322|240|562|Webster
1467|Guide Rock|124|118|242|Webster
1468|Red Cloud 1st|186|124|310|Webster
1469|Red Cloud 2nd|255|192|447|Webster
1470|Bartlett|158|173|331|Wheeler
1471|Ericson|87|63|150|Wheeler
1472|Stewart-Thayer|188|157|345|York
1473|New York-Waco-Beaver-West Blue|289|294|583|York
1474|Hays-McFadden|256|196|452|York
1475|LeRoy-Baker|171|130|301|York
1476|MABL|335|305|640|York
1477|Brown-Henderson|303|581|884|York
1478|Ward 1|323|242|565|York
1479|Ward 2A|303|264|567|York
1480|Ward 2B|341|208|549|York
1481|Ward 3|289|175|464|York
1482|Ward 4A|387|392|779|York
1483|Ward 4B|372|289|661|York
