Id|Precinct|For|Against|Totals|TabName
1306|Precinct 46|607|589|1196|Sarpy
1307|Precinct 47|451|319|770|Sarpy
1308|Precinct 48|1301|893|2194|Sarpy
1309|Precinct 49|1236|610|1846|Sarpy
1310|Precinct 51|2011|1304|3315|Sarpy
1311|Precinct 52|1595|890|2485|Sarpy
1312|Precinct 53|1238|722|1960|Sarpy
1313|Precinct 54|1135|675|1810|Sarpy
1314|Precinct 55|1453|847|2300|Sarpy
1315|Precinct 56|885|516|1401|Sarpy
1316|Precinct 57|1013|496|1509|Sarpy
1317|Precinct 58|697|504|1201|Sarpy
1318|Precinct 59|623|559|1182|Sarpy
1319|Precinct 60|649|448|1097|Sarpy
1320|Precinct 61|2158|1554|3712|Sarpy
1321|Precinct 62|1426|856|2282|Sarpy
1322|Valparaiso|380|317|697|Saunders
1323|Weston|201|199|400|Saunders
1324|Prague|263|186|449|Saunders
1325|Malmo|151|162|313|Saunders
1326|Ceresco|488|364|852|Saunders
1327|Wahoo Rural|240|240|480|Saunders
1328|Wahoo Ward I|459|348|807|Saunders
1329|Wahoo Ward II|391|268|659|Saunders
1330|Wahoo Ward III|354|225|579|Saunders
1331|Center|199|159|358|Saunders
1332|Cedar Bluffs|422|299|721|Saunders
1333|Marietta|243|174|417|Saunders
1334|District 4|575|454|1029|Saunders
1335|Ashland Ward 1|334|258|592|Saunders
1336|Ashland Ward 2|402|328|730|Saunders
1337|Ashland Rural|411|355|766|Saunders
1338|Yutan|631|552|1183|Saunders
1339|Castle Rock A|101|83|184|Scotts Bluff
1340|Castle Rock B|54|57|111|Scotts Bluff
1341|Dewey-Tabor|265|215|480|Scotts Bluff
1342|East Winter Creek|207|135|342|Scotts Bluff
1343|Fanning|316|257|573|Scotts Bluff
1344|Ford A & B|143|126|269|Scotts Bluff
1345|Funston|165|138|303|Scotts Bluff
1346|Gering (Rural)|199|193|392|Scotts Bluff
1347|Gering I|661|515|1176|Scotts Bluff
1348|Gering II|484|367|851|Scotts Bluff
1349|Gering III|322|231|553|Scotts Bluff
1350|Gering IV|524|379|903|Scotts Bluff
1351|Highland|108|93|201|Scotts Bluff
1352|Kiowa-Lyman|175|132|307|Scotts Bluff
1353|Minatare I & II|152|80|232|Scotts Bluff
1354|Mitchell (Rural)|127|106|233|Scotts Bluff
1355|Mitchell I|147|129|276|Scotts Bluff
1356|Mitchell II|163|135|298|Scotts Bluff
1357|Morrill|207|169|376|Scotts Bluff
1358|Roubadeau|35|28|63|Scotts Bluff
1359|Scottsbluff 1|496|378|874|Scotts Bluff
1360|Scottsbluff 2|505|342|847|Scotts Bluff
1361|Scottsbluff 3|244|161|405|Scotts Bluff
1362|Scottsbluff 4|112|89|201|Scotts Bluff
1363|Scottsbluff 5|327|240|567|Scotts Bluff
1364|Scottsbluff 6|305|218|523|Scotts Bluff
1365|Scottsbluff 7|367|240|607|Scotts Bluff
1366|Scottsbluff 8|362|289|651|Scotts Bluff
1367|Terrytown I & II|213|141|354|Scotts Bluff
1368|West Winter Creek|348|293|641|Scotts Bluff
1369|B|116|94|210|Seward
1370|C|150|143|293|Seward
1371|E|290|207|497|Seward
1372|G|146|123|269|Seward
1373|H|359|287|646|Seward
1374|I|337|263|600|Seward
1375|J|104|81|185|Seward
1376|K|163|179|342|Seward
1377|M-BX|164|148|312|Seward
1378|M-CO|141|115|256|Seward
1379|O-1|297|205|502|Seward
1380|O-2|317|235|552|Seward
1381|S-1|543|421|964|Seward
1382|S-2|546|457|1003|Seward
1383|S-3|437|313|750|Seward
1384|S-4|261|195|456|Seward
1385|East Gordon|199|163|362|Sheridan
1386|West Gordon|224|173|397|Sheridan
1387|North Rushville|181|165|346|Sheridan
1388|South Rushville|141|117|258|Sheridan
1389|HaySprings|236|221|457|Sheridan
1390|Mirage Flats|74|86|160|Sheridan
1391|South Sheridan|124|142|266|Sheridan
1392|Wounded Knee|66|83|149|Sheridan
1393|Ashton|126|75|201|Sherman
1394|Rockville|113|103|216|Sherman
1395|North LC|162|143|305|Sherman
1396|Central LC|82|80|162|Sherman
1397|South LC|118|123|241|Sherman
1398|Harrison|180|120|300|Sherman
1399|Bowen|160|194|354|Sioux
1400|Sheep Creek|125|141|266|Sioux
1401|Butterfly|39|39|78|Stanton
1402|Dewey|51|57|108|Stanton
1403|Dimick|33|29|62|Stanton
1404|Elkhorn|72|67|139|Stanton
1405|Haymow|25|28|53|Stanton
1406|Kingsburg|29|25|54|Stanton
1407|Maple Creek|48|36|84|Stanton
1408|Pilger|117|111|228|Stanton
1409|Ramshorn|40|53|93|Stanton
1410|Spring Branch|498|353|851|Stanton
1411|Spr Br2|137|98|235|Stanton
1412|Stanton A|196|169|365|Stanton
1413|Stanton B|219|186|405|Stanton
1414|Stanton C|25|26|51|Stanton
1415|Union Creek|28|26|54|Stanton
1416|Alex/Gilead|100|94|194|Thayer
1417|Bruning/Belvidere|157|138|295|Thayer
1418|Chester/Byron/Hubbell|201|171|372|Thayer
1419|Davenport/Carleton|174|176|350|Thayer
1420|Deshler|240|201|441|Thayer
1421|Hebron North|292|190|482|Thayer
1422|Hebron South|258|182|440|Thayer
1423|Thomas|179|175|354|Thomas
1424|Anderson/Blackbird|131|76|207|Thurston
1425|Bryan|23|23|46|Thurston
1426|Dawes|72|53|125|Thurston
1427|Flournoy/Merry|86|72|158|Thurston
1428|Omaha|157|122|279|Thurston
1429|Pender|314|236|550|Thurston
1430|Perry|46|65|111|Thurston
1431|Thayer|29|29|58|Thurston
1432|Winnebago|324|148|472|Thurston
1433|Precinct 1|135|155|290|Valley
1434|Precinct 2|179|95|274|Valley
1435|Precinct 3|177|135|312|Valley
1436|Precinct 4|193|139|332|Valley
1437|Precinct 5|154|118|272|Valley
1438|Precinct 6|149|101|250|Valley
1439|Precinct 7|150|122|272|Valley
1440|Ft Calhoun East|467|281|748|Washington
1441|Ft Calhoun West|580|427|1007|Washington
1442|Kennard|432|337|769|Washington
1443|Lakeland|821|569|1390|Washington
1444|Skyline|452|278|730|Washington
1445|Central|473|279|752|Washington
1446|Dana|453|338|791|Washington
1447|Washington|242|211|453|Washington
1448|Herman|208|175|383|Washington
1449|Cuming City|236|213|449|Washington
1450|Desoto|358|233|591|Washington
1451|Fontanelle|344|265|609|Washington
1452|Arlington|575|369|944|Washington
1453|Arbor|402|231|633|Washington
1454|Northview|551|273|824|Washington
1455|Hoskins/Garfield|193|220|413|Wayne
1456|Chapin/Hancock/Winside|198|195|393|Wayne
1457|Deer Creek/Sherman|103|142|245|Wayne
1458|Brenna/Plum Creek/Hunter|156|171|327|Wayne
1459|Strahan/Wilbur|121|146|267|Wayne
1460|Logan/Leslie|120|137|257|Wayne
1461|First Ward|265|179|444|Wayne
1462|Second Ward|208|138|346|Wayne
1463|Third Ward|234|175|409|Wayne
1464|Fourth Ward|368|243|611|Wayne
1465|Bladen|128|88|216|Webster
1466|Blue Hill|304|202|506|Webster
1467|Guide Rock|105|119|224|Webster
1468|Red Cloud 1st|158|123|281|Webster
1469|Red Cloud 2nd|234|166|400|Webster
1470|Bartlett|153|124|277|Wheeler
1471|Ericson|75|59|134|Wheeler
1472|Stewart-Thayer|129|167|296|York
1473|New York-Waco-Beaver-West Blue|287|243|530|York
1474|Hays-McFadden|237|172|409|York
1475|LeRoy-Baker|152|119|271|York
1476|MABL|303|281|584|York
1477|Brown-Henderson|407|349|756|York
1478|Ward 1|287|224|511|York
1479|Ward 2A|308|211|519|York
1480|Ward 2B|313|191|504|York
1481|Ward 3|252|179|431|York
1482|Ward 4A|398|312|710|York
1483|Ward 4B|361|242|603|York
